Date,Open,High,Low,Close,Adj Close,Volume,SMA15,SMA50,Sell,Buy
2020-07-15,1523.130005,1535.329956,1498.0,1513.640015,1513.640015,1610700,1467.9793,1428.7165,,
2020-07-16,1500.0,1518.689941,1486.310059,1518.0,1518.0,1519300,1473.7147,1432.0543,,
2020-07-17,1521.619995,1523.439941,1498.420044,1515.550049,1515.550049,1456700,1478.6627,1435.4193,,
2020-07-20,1515.26001,1570.290039,1503.599976,1565.719971,1565.719971,1557300,1492.384,1439.2825,,
2020-07-21,1586.98999,1586.98999,1554.280029,1558.420044,1558.420044,1218600,1503.2807,1442.6835,,
2020-07-22,1560.5,1570.0,1546.099976,1568.48999,1568.48999,932000,1513.606,1445.9881,,
2020-07-23,1566.969971,1571.869995,1507.391968,1515.680054,1515.680054,1627600,1518.782,1448.7869,,
2020-07-24,1498.930054,1517.635986,1488.400024,1511.869995,1511.869995,1544000,1521.9267,1452.0377,,
2020-07-27,1515.599976,1540.969971,1515.209961,1530.199951,1530.199951,1246000,1524.2267,1455.5191,,
2020-07-28,1525.180054,1526.47998,1497.660034,1500.339966,1500.339966,1702200,1525.2373,1458.0621,,
2020-07-29,1506.319946,1531.251953,1501.329956,1522.02002,1522.02002,1106500,1526.972,1460.8237,,
2020-07-30,1497.0,1537.869995,1492.219971,1531.449951,1531.449951,1671400,1528.336,1463.983,,
2020-07-31,1505.01001,1508.949951,1454.030029,1482.959961,1482.959961,3439900,1524.4173,1465.5078,,
2020-08-03,1486.640015,1490.469971,1465.640015,1474.449951,1474.449951,2330200,1521.958,1466.9408,,
2020-08-04,1476.569946,1485.560059,1458.650024,1464.969971,1464.969971,1903500,1518.2507,1468.0318,,
2020-08-05,1469.300049,1482.410034,1463.459961,1473.609985,1473.609985,1979500,1515.582,1469.1636,,
2020-08-06,1471.75,1502.390015,1466.0,1500.099976,1500.099976,1995400,1514.3887,1470.8088,,
2020-08-07,1500.0,1516.844971,1481.640015,1494.48999,1494.48999,1576600,1512.9847,1472.364,,
2020-08-10,1487.180054,1504.074951,1473.079956,1496.099976,1496.099976,1289300,1508.3433,1473.7076,,
2020-08-11,1492.439941,1510.0,1478.0,1480.319946,1480.319946,1454400,1503.1366,1474.6776,,
2020-08-12,1485.579956,1512.385986,1485.25,1506.619995,1506.619995,1437700,1499.012,1476.0256,,
2020-08-13,1510.339966,1537.25,1508.005005,1518.449951,1518.449951,1455200,1499.1966,1477.667,,
2020-08-14,1515.660034,1521.900024,1502.880005,1507.72998,1507.72998,1354800,1498.9206,1479.578,,
2020-08-17,1514.670044,1525.609985,1507.969971,1517.97998,1517.97998,1378300,1498.106,1481.1698,,
2020-08-18,1526.180054,1562.469971,1523.709961,1558.599976,1558.599976,2027100,1501.99,1483.4096,,
2020-08-19,1553.310059,1573.680054,1543.949951,1547.530029,1547.530029,1660600,1503.6906,1485.237,,
2020-08-20,1543.449951,1585.869995,1538.199951,1581.75,1581.75,1706900,1507.044,1487.555,,
2020-08-21,1577.030029,1597.719971,1568.005005,1580.420044,1580.420044,1446500,1513.5413,1491.0866,,
2020-08-24,1593.97998,1614.170044,1580.569946,1588.199951,1588.199951,1409900,1521.1246,1494.587,,
2020-08-25,1582.069946,1611.619995,1582.069946,1608.219971,1608.219971,2247100,1530.6746,1498.3544,,
2020-08-26,1608.0,1659.219971,1603.599976,1652.380005,1652.380005,3993400,1542.5927,1502.5476,,
2020-08-27,1653.680054,1655.0,1625.75,1634.329956,1634.329956,1861600,1551.5413,1506.2118,,
2020-08-28,1633.48999,1647.170044,1630.75,1644.410034,1644.410034,1499800,1561.536,1510.3808,,
2020-08-31,1647.890015,1647.964966,1630.310059,1634.180054,1634.180054,1823400,1570.7413,1514.43,,
2020-09-01,1636.630005,1665.72998,1632.219971,1660.709961,1660.709961,1826700,1582.7673,1518.607,,
2020-09-02,1673.775024,1733.180054,1666.329956,1728.280029,1728.280029,2511200,1597.5447,1523.8844,,
2020-09-03,1709.713989,1709.713989,1615.060059,1641.839966,1641.839966,3107800,1605.7707,1528.0818,,
2020-09-04,1624.26001,1645.109985,1547.6130369999998,1591.040039,1591.040039,2608600,1611.3247,1531.076,,
2020-09-08,1533.51001,1563.86499,1528.01001,1532.390015,1532.390015,2610900,1612.2853,1534.5258,,
2020-09-09,1557.530029,1569.0,1536.051025,1556.959961,1556.959961,1774700,1612.176,1537.7656,,
2020-09-10,1560.640015,1584.081055,1525.805054,1532.02002,1532.02002,1618600,1611.142,1540.1338,,
2020-09-11,1536.0,1575.199951,1497.359985,1520.719971,1520.719971,1597100,1607.0733,1541.7874,,
2020-09-14,1539.005005,1564.0,1515.73999,1519.280029,1519.280029,1696600,1602.9973,1542.879,,
2020-09-15,1536.0,1559.569946,1531.834961,1541.439941,1541.439941,1331100,1599.88,1543.7938,,
2020-09-16,1555.540039,1562.0,1519.819946,1520.900024,1520.900024,1311700,1594.0587,1544.5082,,
2020-09-17,1496.0,1508.297974,1470.0,1495.530029,1495.530029,1879800,1583.602,1544.4988,,
2020-09-18,1498.01001,1503.003052,1437.130005,1459.98999,1459.98999,3103900,1571.9793,1543.4788,,
2020-09-21,1440.060059,1448.359985,1406.550049,1431.160034,1431.160034,2888800,1557.7627,1541.2672,,
2020-09-22,1450.089966,1469.52002,1434.530029,1465.459961,1465.459961,1581300,1546.5147,1540.3496,,
